Gender,Major,Minor,Ethnic,Orientation,MotherEdu,FatherEdu,Year,International,Country,Transfer,EFL,FirstGen,STEM,GPA,HighGPA,SameEthnic,OtherEthnic,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.10,Q3.11,Q3.12,Q3.13,Q3.14,Q3.15,Q3.16,Q3.17,Q3.18,Q3.19,Q3.20,Q3.21,Q3.22,Q3.23,Q3.24,HelpFactor,InhibitFactor,FamilyValue,Academic,SES,Belonging,Stress,Exclusion
Male,Statistics,,Asian,Heterosexual,High school or less,Two-year College,Sophomore,Yes,MALAYSIA,No,No,Yes,Yes,3.7,4,10,10,Sometimes,Sometimes,Often,Rarely,Rarely,Strongly Agree,Not Sure,Not Sure,Agree,Not Sure,Agree,Not Sure,Agree,Not Sure,Strongly Agree,Agree,Agree,Agree,Not Sure,Agree,Agree,Not Sure,Agree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Agree,Self maturity,High self-conscious and low self-confidence,Average Value,46.9,66.7,41.7,68.8,66.7
Female,Biology,,Latino/Hispanic,Heterosexual,Two-year College,High school or less,Senior,No,,No,No,Yes,Yes,3.34,4.17,6,2,Sometimes,Never,Always,Sometimes,Often,Agree,Not Sure,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Disagree,Not Sure,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Not Sure,"Attending office hours has helped me academically and has allowed me to make a connection with my Professor's at UCLA. Emotionally, I have felt better and more welcomed at UCLA through my social relationships with friends. ",the vibe on campus can sometimes be uninviting ,Average Value,59.4,83.3,61.1,18.8,50
Male,Economics,,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,Yes,India,No,Yes,No,No,3.65,4.9,20,10,Sometimes,Sometimes,Always,Rarely,Never,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Disagree,Not Sure,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Not Sure,Disagree,Not Sure,Not Sure,Agree,Not Sure,Strongly Agree,Strongly Agree,Not Sure,Not Sure,Agree,The facts ,"The quarter system and the dynamic nature of it- the people in my classes and dorms keep switching which makes it harder to maintain friendships in the long run and the pace of the quarter system makes it harder to keep up and does not leave a lot of time to focus on oneself. Moreover, it doesn't leave any room for slacking for any reason whatsoever. ",Average Value,53.1,16.7,63.9,25,58.3
Male,Biology,N/A,Latino/Hispanic,Heterosexual,Two-year College,High school or less,Senior,No,,Yes,No,Yes,Yes,3.68,3,2,1,Sometimes,Rarely,Always,Often,Rarely,Agree,Disagree,Disagree,Agree,Not Sure,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Maintain a good work ethic and strive to do my best under the circumstances i'm under. ,Lack of opportunities or acceptance for older  non-traditional students.,Average Value,37.5,66.7,41.7,68.8,66.7
Female,Biology,,Calcasian,I prefer not to say,Four-year College,Four-year College,Junior,Yes,Hong Kong,No,Yes,No,Yes,3.96,4,20,25,Often,Never,Always,Often,Rarely,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Not Sure,Strongly Agree,Agree,Strongly Agree,Disagree,Not Sure,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"Developing good time management skills, s that I could succeed academically but also have time for emotional health and a social life","The anxiety about cost of tuition, textbooks, rent, food etc. It is far too high to be reasonable to expect a full time student to handle",High Value,56.3,58.3,72.2,50,25
Female,Physiological Science,,Asian,Heterosexual,Four-year College,High school or less,Sophomore,No,,No,Yes,No,Yes,3.84,3.92,14,4,Sometimes,Never,Always,Sometimes,Often,Agree,Not Sure,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Not Sure,Strongly Disagree,Not Sure,Not Sure,Agree,Disagree,Disagree,Agree,Agree,Not Sure,Strongly Agree,Agree,Not Sure,Not Sure,"I became involved with a Christian fellowship on campus and found people that were so willing to go out of their way to care for me. The upperclassmen invited me over to study and made home-cooked meals for me, and others helped me with my first college chemistry and mathematics classes. I had friends to eat with at almost every dining hall meal, and I planned meet ups with them to get to know them individually. I also joined a small group Bible study, and the girls there became some of my closest friends. ","My mom has chronic arm and wrist pain from working, and my dog currently has a brain tumor (he is going to pass away soon). Things at home have been stressful, and I wish I could be at home to help with the situation. Also, my first year, I was very homesick and thought about home all of the time. I was also overwhelmed at all of the successful people here, and I felt pressure to be like them. ",Average Value,43.8,41.7,66.7,43.8,41.7
Female,psychobiology,,Calcasian,Heterosexual,Four-year College,Four-year College,Junior,No,,No,Yes,No,Yes,3.96,4,10,10,Often,Rarely,Always,Sometimes,Often,Agree,Agree,Agree,Agree,Not Sure,Not Sure,Agree,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Joining clubs, like swipe out hunger at ucla, helped me find a smaller group of people in which people had similar interests as me. Also, finding friends in office hours who had similar coursework as me was helpful.",Classes that are intentionally difficult or have curve cutoffs are bad for my self confidence.,Low Value,75,58.3,69.4,43.8,25
Female,"Microbiology, Immunology, Molecular Genetics",,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,No,,No,Yes,No,Yes,3.9,4.2,15,15,Rarely,Never,Always,Rarely,Sometimes,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Not Sure,Strongly Disagree,Agree,Strongly Agree,Not Sure,Strongly Disagree,Not Sure,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Not Sure,Not Sure,"The factors that have helped me succeed academically is that I like to stay on top of my classes and make sure that I understand everything the day that it is taught, which helps me when it's time for an exam. Socially, I'm friends with all my roommates so we do fun things together. Emotionally, I'm still a mess haha. ","I think that one of the biggest things inhibiting my success emotionally is that I really miss living at home. I don't like los angeles and living here for 4 years is really difficult. In addition, I feel trapped in westwood, since there are few opportunities to go out of the city and everything is so expensive.",High Value,31.3,16.7,52.8,68.8,33.3
Female,Statistics,,Asian,I prefer not to say,Four-year College,Four-year College,Junior,Yes,china,No,No,No,Yes,3.8,4.1,10,2,Often,Rarely,Always,Often,Often,Disagree,Agree,Disagree,Disagree,Disagree,Not Sure,Agree,Not Sure,Disagree,Agree,Agree,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Disagree,patient ,the workload and the language,Low Value,59.4,33.3,41.7,62.5,50
Male,Biology,,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,No,,No,No,No,Yes,3.4,3.8,5,8,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Sleep and friends,Professors that are terrible,Low Value,50,50,50,50,50
Female,"Human Biology and Society, B.S.",N/A,Asian,Heterosexual,High school or less,High school or less,Senior,No,,No,No,Yes,Yes,3.857,4.43,20,5,Sometimes,Rarely,Always,Sometimes,Rarely,Agree,Disagree,Not Sure,Agree,Strongly Agree,Agree,Strongly Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Strongly Disagree,Agree,Agree,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Disagree,Strongly Agree,Not Sure,Not Sure,Agree,"failing, going to OH, having friends in and outside of class, going home on the weekends to de-stress from school","not having the guidance and knowledge about finances in college, career choices, grad school, and EC",Low Value,53.1,83.3,61.1,31.3,58.3
Female,Physiological Science,none,Middle Eastern,Heterosexual,High school or less,High school or less,Junior,No,,No,Yes,Yes,Yes,3.56,NA,10,20,Always,Rarely,Often,Sometimes,Sometimes,Not Sure,Disagree,Disagree,Not Sure,Disagree,Not Sure,Not Sure,Agree,Agree,Strongly Agree,Not Sure,Disagree,Disagree,Not Sure,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Not Sure,Not Sure,Agree,"Studying with friends always helps me succeed academically; I find that I always do better on exams and in classes when I study alongside someone (even if we're not studying the exact same material), Joining clubs helped me succeed socially and helped me meet new people and interact with them. ","The workload and stress of keeping my gpa up and doing well in classes and on exams has inhibited my emotional capabilities, and in turn, has led to me not preparing as best as possible and performing even worse on exams. ",Low Value,34.4,41.7,55.6,62.5,58.3
Female,HUMAN BIOLOGY AND SOCIETY,SPANISH; EDUCATIONAL STUDIES,Asian,Heterosexual,High school or less,High school or less,Junior,No,,No,No,Yes,Yes,3.88,4.4,25,30,Sometimes,Never,Always,Often,Sometimes,Agree,Agree,Disagree,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Agree,Not Sure,Agree,Agree,Not Sure,Agree,Agree,meaningful friendships; going home (going away from campus for a break); honest conversations with other students; faculty members who show that they care; new friendships in different classes ,socioeconomic barriers; first-generation status; disconnect with friends and faculty members between academics and personal life (when many students find UCLA to be not only a school but also a home),Average Value,50,66.7,47.2,50,66.7
Male,Statistics,,I would prefer not to say,Heterosexual,Two-year College,Graduate or Professional Degree,Senior,No,,No,Yes,No,Yes,3.7,4,12,20,Often,Rarely,Always,Always,Never,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Not Sure,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,"My friends and family have been the driving force that have helped me succeed at UCLA. Rather than feeling obligated about delivering results, I willingly want to perform well because of them. ",Large class sizes and professors who do not know how to teach well or speak english are the most critical inhibitors.,High Value,75,16.7,63.9,31.3,66.7
Female,"Molecular, Cell, and Developmental Biology ",Biomedical Research,Calcasian,Heterosexual,Graduate or Professional Degree,Four-year College,Junior,No,,No,Yes,No,Yes,3.6,4.43,20,10,Often,Rarely,Always,Always,Rarely,Not Sure,Disagree,Disagree,Not Sure,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Not Sure,Agree,Strongly Disagree,Disagree,Not Sure,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,"Something that has helped me succeed is having friends in my classes.  It helps having people to turn to for help with the homework or the class in general and it helps knowing that they are going through the same things as you in terms of the class. I think it also helps to surround yourself with people who have similar workloads that you do and people who push/encourage you to put academics first. For example, sometimes it is difficult if you are taking a bunch of classes with heavy workloads and all of your friends are not and so they spend less time doing work and more time going out.  Sometimes it can be difficult saying no to fun activities all the time.  ","Some factors that have greatly inhibited my success at UCLA is having problems with my roommates.  It is extremely important to set boundaries with your friends and to make sure you make your own mental health a priority when it come to friendships and roommates.  Having problems with roommates is super detrimental to success emotionally, socially, and academically and since it occurs in your ""home"" it can really affect your daily schedule.  ",Average Value,53.1,33.3,66.7,56.3,25
Female,MIMG,N/A,Asian,Heterosexual,Two-year College,Four-year College,Junior,No,N/A,No,Yes,No,Yes,3.7,4.8,60,50,Sometimes,Rarely,Sometimes,Always,Sometimes,Strongly Agree,Not Sure,Disagree,Agree,Not Sure,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Not Sure,Agree,Strongly Agree,Strongly Disagree,Agree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Not Sure,Agree,Strongly Agree,"My cultural background as an Asian American student has taught me a lot about resilience and sacrifice and being able to prioritize things above my emotions and surprisingly (and somewhat sadly) my mental health. It's about pushing past the hardship, not succumbing to it. ","At the same time, my levels of anxiety have strongly increased since coming to school at UCLA. This anxiety, fear of failure and pressure to succeed has increased the amount of panic attacks I've received, major changes in mood and perspective, as well as poor self-image and imposter syndrome. ",Low Value,40.6,66.7,55.6,56.3,66.7
Female,MCDB,,Asian,Heterosexual,Two-year College,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,Yes,4,4.5,800,200,Often,Often,Often,Often,Rarely,Not Sure,Strongly Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Not Sure,Agree,Disagree,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,Agree,Agree,"The people in my Christian fellowship have become my closest friends and I depend on them academically, socially, emotionally, and spiritually. We study together, hang out together, and are there for each other when we're facing hardships. Being with them reminds myself of my purpose in life and my reason to try my best with everything. ",,Low Value,62.5,50,61.1,43.8,50
Female,Physiological Sciences,Latin,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,No,,No,Yes,No,Yes,4,3.96,10,10,Sometimes,Rarely,Always,Rarely,Rarely,Not Sure,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Not Sure,Not Sure,Disagree,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,"friends, family, ta office hours","relationship stress, family events",Average Value,62.5,25,55.6,56.3,50
Male,Physiological Sciences,,Calcasian,Heterosexual,Four-year College,Four-year College,Junior,No,,No,Yes,No,Yes,3.95,4.67,50,10,Sometimes,Rarely,Always,Often,Rarely,Not Sure,Agree,Not Sure,Agree,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Not Sure,,,Low Value,65.6,58.3,58.3,50,58.3
Female,Statistics,,Asian,Bisexual,High school or less,High school or less,Senior,Yes,Taiwan,Yes,No,Yes,Yes,3.5,NA,5,15,Sometimes,Sometimes,Always,Sometimes,Sometimes,Not Sure,Disagree,Disagree,Disagree,Not Sure,Strongly Agree,Disagree,Not Sure,Not Sure,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Not Sure,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Agree,Agree,"As a transfer student, honestly, I was pretty scared during the first quarter here, everything seems overwhelming. Luckily, I found my best friend out of my ethnicity and my english has improved. Also, some of the Professors from my major are very caring and willing to help. UCLA is stressful, but there are a lot of cool and smart people, sometimes I feel insecure because I don't feel as good as them. I'm still trying my best to success and  enjoy my time in UCLA. Overall, I like this school. ",,Average Value,53.1,58.3,55.6,56.3,58.3
